"label","subdistrict_id"
"Medan Amplas, Kota Medan, Sumatera Utara","3906"
"Medan Area, Kota Medan, Sumatera Utara","3907"
"Medan Barat, Kota Medan, Sumatera Utara","3908"
"Medan Baru, Kota Medan, Sumatera Utara","3909"
"Medan Belawan Kota, Kota Medan, Sumatera Utara","3910"
"Medan Deli, Kota Medan, Sumatera Utara","3911"
"Medan Denai, Kota Medan, Sumatera Utara","3912"
"Medan Helvetia, Kota Medan, Sumatera Utara","3913"
"Medan Johor, Kota Medan, Sumatera Utara","3914"
"Medan Kota, Kota Medan, Sumatera Utara","3915"
"Medan Labuhan, Kota Medan, Sumatera Utara","3916"
"Medan Maimun, Kota Medan, Sumatera Utara","3917"
"Medan Marelan, Kota Medan, Sumatera Utara","3918"
"Medan Perjuangan, Kota Medan, Sumatera Utara","3919"
"Medan Petisah, Kota Medan, Sumatera Utara","3920"
"Medan Polonia, Kota Medan, Sumatera Utara","3921"
"Medan Satria, Kota Bekasi, Jawa Barat","756"
"Medan Selayang, Kota Medan, Sumatera Utara","3922"
"Medan Sunggal, Kota Medan, Sumatera Utara","3923"
"Medan Tembung, Kota Medan, Sumatera Utara","3924"
"Medan Timur, Kota Medan, Sumatera Utara","3925"
"Medan Tuntungan, Kota Medan, Sumatera Utara","3926"
"Medang Deras, Kabupaten Batu Bara, Sumatera Utara","713"
"Medang Kampai, Kota Dumai, Riau","1638"
"Megabilis (Megambilis), Kabupaten Mamberamo Tengah, Papua","3739"
"Megaluh, Kabupaten Jombang, Jawa Timur","2273"
"Megamendung, Kabupaten Bogor, Jawa Barat","1047"
"Megang Sakti, Kabupaten Musi Rawas, Sumatera Selatan","4218"
"Mego, Kabupaten Sikka, Nusa Tenggara Timur (NTT)","5684"
"Mehalaan, Kabupaten Mamasa, Sulawesi Barat","3716"
"Mejayan, Kabupaten Madiun, Jawa Timur","3502"
"Mejobo, Kabupaten Kudus, Jawa Tengah","2928"
"Mekakau Ilir, Kabupaten Ogan Komering Ulu Selatan, Sumatera Selatan","4492"
"Mekar Baru, Kabupaten Tangerang, Banten","6283"
"Mekar Sari, Kabupaten Barito Kuala, Kalimantan Selatan","635"
"Mekarjaya, Kabupaten Pandeglang, Banten","4676"
"Mekarmukti, Kabupaten Garut, Jawa Barat","1736"
"Melak, Kabupaten Kutai Barat, Kalimantan Timur","3017"
"Melaya, Kabupaten Jembrana, Bali","2233"
"Meliau, Kabupaten Sanggau, Kalimantan Barat","5415"
"Melinting, Kabupaten Lampung Timur, Lampung","3212"
"Melonguane Timur, Kabupaten Kepulauan Talaud, Sulawesi Utara","2664"
"Melonguane, Kabupaten Kepulauan Talaud, Sulawesi Utara","2663"
"Meluhu, Kabupaten Konawe, Sulawesi Tenggara","2798"
"Membalong, Kabupaten Belitung, Bangka Belitung","762"
"Membey, Kabupaten Pegunungan Arfak, Papua Barat","4852"
"Mempawah Hilir, Kabupaten Pontianak, Kalimantan Barat","5093"
"Mempawah Hulu, Kabupaten Landak, Kalimantan Barat","3252"
"Mempawah Timur, Kabupaten Pontianak, Kalimantan Barat","5094"
"Mempura, Kabupaten Siak, Riau","5608"
"Mendahara Ulu, Kabupaten Tanjung Jabung Timur, Jambi","6361"
"Mendahara, Kabupaten Tanjung Jabung Timur, Jambi","6360"
"Mendawai, Kabupaten Katingan, Kalimantan Tengah","2444"
"Mendo Barat, Kabupaten Bangka, Bangka Belitung","428"
"Mendoyo, Kabupaten Jembrana, Bali","2234"
"Menes, Kabupaten Pandeglang, Banten","4677"
"Menganti, Kabupaten Gresik, Jawa Timur","1839"
"Menggala Timur, Kabupaten Tulang Bawang, Lampung","6806"
"Menggala, Kabupaten Tulang Bawang, Lampung","6805"
"Menggelewa (Manggelewa), Kabupaten Dompu, Nusa Tenggara Barat (NTB)","1613"
"Mengkendek, Kabupaten Tana Toraja, Sulawesi Selatan","6224"
"Mengwi, Kabupaten Badung, Bali","262"
"Menjalin, Kabupaten Landak, Kalimantan Barat","3253"
"Menou, Kabupaten Nabire, Papua","4237"
"Mentarang Hulu, Kabupaten Malinau, Kalimantan Utara","3650"
"Mentarang, Kabupaten Malinau, Kalimantan Utara","3649"
"Mentawa Baru (Ketapang), Kabupaten Kotawaringin Timur, Kalimantan Tengah","2886"
"Mentaya Hilir Selatan, Kabupaten Kotawaringin Timur, Kalimantan Tengah","2887"
"Mentaya Hilir Utara, Kabupaten Kotawaringin Timur, Kalimantan Tengah","2888"
"Mentaya Hulu, Kabupaten Kotawaringin Timur, Kalimantan Tengah","2889"
"Mentebah, Kabupaten Kapuas Hulu, Kalimantan Barat","2342"
"Menteng, Kota Jakarta Pusat, DKI Jakarta","2099"
"Menthobi Raya, Kabupaten Lamandau, Kalimantan Tengah","3111"
"Mentok (Muntok), Kabupaten Bangka Barat, Bangka Belitung","436"
"Menui Kepulauan, Kabupaten Morowali, Sulawesi Tengah","4101"
"Menukung, Kabupaten Melawi, Kalimantan Barat","3930"
"Menyambouw (Minyambouw), Kabupaten Pegunungan Arfak, Papua Barat","4853"
"Menyuke, Kabupaten Landak, Kalimantan Barat","3254"
"Meos Mansar, Kabupaten Raja Ampat, Papua Barat","5257"
"Mepanga, Kabupaten Parigi Moutong, Sulawesi Tengah","4743"
"Meraksa Aji, Kabupaten Tulang Bawang, Lampung","6807"
"Merakurak, Kabupaten Tuban, Jawa Timur","6785"
"Meral Barat, Kabupaten Karimun, Kepulauan Riau","2416"
"Meral, Kabupaten Karimun, Kepulauan Riau","2415"
"Meranti, Kabupaten Asahan, Sumatera Utara","224"
"Meranti, Kabupaten Landak, Kalimantan Barat","3255"
"Merapi Barat, Kabupaten Lahat, Sumatera Selatan","3092"
"Merapi Selatan, Kabupaten Lahat, Sumatera Selatan","3093"
"Merapi Timur, Kabupaten Lahat, Sumatera Selatan","3094"
"Merauke, Kabupaten Merauke, Papua","3970"
"Merawang, Kabupaten Bangka, Bangka Belitung","429"
"Merbau Mataram, Kabupaten Lampung Selatan, Lampung","3161"
"Merbau, Kabupaten Kepulauan Meranti, Riau","2598"
"Merdeka, Kabupaten Karo, Sumatera Utara","2428"
"Merdey, Kabupaten Teluk Bintuni, Papua Barat","6537"
"Merek, Kabupaten Karo, Sumatera Utara","2429"
"Mergangsan, Kota Yogyakarta, DI Yogyakarta","6989"
"Merigi Kelindang, Kabupaten Bengkulu Tengah, Bengkulu","854"
"Merigi Sakti, Kabupaten Bengkulu Tengah, Bengkulu","855"
"Merigi, Kabupaten Kepahiang, Bengkulu","2566"
"Merlung, Kabupaten Tanjung Jabung Barat, Jambi","6347"
"Mersam, Kabupaten Batang Hari, Jambi","704"
"Mertoyudan, Kabupaten Magelang, Jawa Tengah","3518"
"Mesidah, Kabupaten Bener Meriah, Nanggroe Aceh Darussalam (NAD)","801"
"Mesjid Raya, Kabupaten Aceh Besar, Nanggroe Aceh Darussalam (NAD)","39"
"Messawa, Kabupaten Mamasa, Sulawesi Barat","3717"
"Mestong, Kabupaten Muaro Jambi, Jambi","4137"
"Mesuji Makmur, Kabupaten Ogan Komering Ilir, Sumatera Selatan","4460"
"Mesuji Raya, Kabupaten Ogan Komering Ilir, Sumatera Selatan","4461"
"Mesuji Timur, Kabupaten Mesuji, Lampung","3983"
"Mesuji, Kabupaten Mesuji, Lampung","3982"
"Mesuji, Kabupaten Ogan Komering Ilir, Sumatera Selatan","4459"
"Metro Barat, Kota Metro, Lampung","3989"
"Metro Kibang, Kabupaten Lampung Timur, Lampung","3213"
"Metro Pusat, Kota Metro, Lampung","3990"
"Metro Selatan, Kota Metro, Lampung","3991"
"Metro Timur, Kota Metro, Lampung","3992"
"Metro Utara, Kota Metro, Lampung","3993"
"Meukek, Kabupaten Aceh Selatan, Nanggroe Aceh Darussalam (NAD)","64"
"Meurah Dua, Kabupaten Pidie Jaya, Nanggroe Aceh Darussalam (NAD)","5025"
"Meurah Mulia, Kabupaten Aceh Utara, Nanggroe Aceh Darussalam (NAD)","160"
"Meuraxa, Kota Banda Aceh, Nanggroe Aceh Darussalam (NAD)","284"
"Meureubo, Kabupaten Aceh Barat, Nanggroe Aceh Darussalam (NAD)","5"
"Meureudu, Kabupaten Pidie Jaya, Nanggroe Aceh Darussalam (NAD)","5026"
"Mewoluk (Mewulok), Kabupaten Puncak Jaya, Papua","5194"
"Miangas, Kabupaten Kepulauan Talaud, Sulawesi Utara","2665"
"Midai, Kabupaten Natuna, Kepulauan Riau","4273"
"Mihing Raya, Kabupaten Gunung Mas, Kalimantan Tengah","1888"
"Mijen, Kabupaten Demak, Jawa Tengah","1568"
"Mijen, Kota Semarang, Jawa Tengah","5504"
"Mila, Kabupaten Pidie, Nanggroe Aceh Darussalam (NAD)","5010"
"Mimika Barat (Mibar), Kabupaten Mimika, Papua","3998"
"Mimika Barat Jauh, Kabupaten Mimika, Papua","3999"
"Mimika Barat Tengah, Kabupaten Mimika, Papua","4000"
"Mimika Baru, Kabupaten Mimika, Papua","4001"
"Mimika Timur Jauh, Kabupaten Mimika, Papua","4003"
"Mimika Timur Tengah, Kabupaten Mimika, Papua","4004"
"Mimika Timur, Kabupaten Mimika, Papua","4002"
"Minas, Kabupaten Siak, Riau","5609"
"Minasa Tene, Kabupaten Pangkajene Kepulauan, Sulawesi Selatan","4709"
"Mindiptana, Kabupaten Boven Digoel, Papua","1234"
"Minggir, Kabupaten Sleman, DI Yogyakarta","5785"
"Minyamur, Kabupaten Mappi, Papua","3853"
"Miomaffo Barat, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6644"
"Miomaffo Tengah, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6645"
"Miomaffo Timur, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6646"
"Miri Manasa, Kabupaten Gunung Mas, Kalimantan Tengah","1889"
"Miri, Kabupaten Sragen, Jawa Tengah","5871"
"Mirit, Kabupaten Kebumen, Jawa Tengah","2486"
"Misool (Misool Utara), Kabupaten Raja Ampat, Papua Barat","5258"
"Misool Barat, Kabupaten Raja Ampat, Papua Barat","5259"
"Misool Selatan, Kabupaten Raja Ampat, Papua Barat","5260"
"Misool Timur, Kabupaten Raja Ampat, Papua Barat","5261"
"Miyah (Meyah), Kabupaten Tambrauw, Papua Barat","6203"
"Mlandingan, Kabupaten Situbondo, Jawa Timur","5773"
"Mlarak, Kabupaten Ponorogo, Jawa Timur","5079"
"Mlati, Kabupaten Sleman, DI Yogyakarta","5786"
"Mlonggo, Kabupaten Jepara, Jawa Tengah","2258"
"Moa Lakor, Kabupaten Maluku Barat Daya, Maluku","3659"
"Moba, Kabupaten Nduga, Papua","4298"
"Modayag Barat, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara","1118"
"Modayag, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara","1117"
"Modo, Kabupaten Lamongan, Jawa Timur","3127"
"Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","4036"
"Modung, Kabupaten Bangkalan, Jawa Timur","466"
"Mofinop, Kabupaten Pegunungan Bintang, Papua","4871"
"Moga, Kabupaten Pemalang, Jawa Tengah","4943"
"Moilong, Kabupaten Banggai, Sulawesi Tengah","400"
"Moisegen, Kabupaten Sorong, Papua Barat","5838"
"Mojo, Kabupaten Kediri, Jawa Timur","2508"
"Mojoagung, Kabupaten Jombang, Jawa Timur","2274"
"Mojoanyar, Kabupaten Mojokerto, Jawa Timur","4079"
"Mojogedang, Kabupaten Karanganyar, Jawa Tengah","2366"
"Mojolaban, Kabupaten Sukoharjo, Jawa Tengah","5983"
"Mojoroto, Kota Kediri, Jawa Timur","2524"
"Mojosari, Kabupaten Mojokerto, Jawa Timur","4080"
"Mojosongo, Kabupaten Boyolali, Jawa Tengah","1249"
"Mojotengah, Kabupaten Wonosobo, Jawa Tengah","6918"
"Mojowarno, Kabupaten Jombang, Jawa Timur","2275"
"Molagalome, Kabupaten Jayawijaya, Papua","2175"
"Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara","2844"
"Mollo Barat, Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur (NTT)","6615"
"Mollo Selatan, Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur (NTT)","6616"
"Mollo Tengah, Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur (NTT)","6617"
"Mollo Utara, Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur (NTT)","6618"
"Molu Maru, Kabupaten Maluku Tenggara Barat, Maluku","3701"
"Momi Waren, Kabupaten Manokwari Selatan, Papua Barat","3842"
"Momunu, Kabupaten Buol, Sulawesi Tengah","1332"
"Monano, Kabupaten Gorontalo Utara, Gorontalo","1804"
"Moncongloe, Kabupaten Maros, Sulawesi Selatan","3871"
"Mondokan, Kabupaten Sragen, Jawa Tengah","5872"
"Monta, Kabupaten Bima, Nusa Tenggara Barat (NTB)","919"
"Montallat (Montalat), Kabupaten Barito Utara, Kalimantan Tengah","661"
"Monterado, Kabupaten Bengkayang, Kalimantan Barat","821"
"Montong Gading, Kabupaten Lombok Timur, Nusa Tenggara Barat (NTB)","3399"
"Montong, Kabupaten Tuban, Jawa Timur","6786"
"Moora, Kabupaten Nabire, Papua","4238"
"Mootilango, Kabupaten Gorontalo, Gorontalo","1781"
"Moraid, Kabupaten Tambrauw, Papua Barat","6204"
"Moramo Utara, Kabupaten Konawe Selatan, Sulawesi Tenggara","2831"
"Moramo, Kabupaten Konawe Selatan, Sulawesi Tenggara","2830"
"Mori Atas, Kabupaten Morowali, Sulawesi Tengah","4102"
"Mori Utara, Kabupaten Morowali, Sulawesi Tengah","4103"
"Moro, Kabupaten Karimun, Kepulauan Riau","2417"
"Moro'o, Kabupaten Nias Barat, Sumatera Utara","4377"
"Moronge, Kabupaten Kepulauan Talaud, Sulawesi Utara","2666"
"Morotai Jaya, Kabupaten Pulau Morotai, Maluku Utara","5178"
"Morotai Selatan Barat, Kabupaten Pulau Morotai, Maluku Utara","5180"
"Morotai Selatan, Kabupaten Pulau Morotai, Maluku Utara","5179"
"Morotai Timur, Kabupaten Pulau Morotai, Maluku Utara","5181"
"Morotai Utara, Kabupaten Pulau Morotai, Maluku Utara","5182"
"Moskona Barat, Kabupaten Teluk Bintuni, Papua Barat","6538"
"Moskona Selatan, Kabupaten Teluk Bintuni, Papua Barat","6539"
"Moskona Timur, Kabupaten Teluk Bintuni, Papua Barat","6540"
"Moskona Utara, Kabupaten Teluk Bintuni, Papua Barat","6541"
"Moswaren, Kabupaten Sorong Selatan, Papua Barat","5857"
"Moti (Pulau Moti), Kota Ternate, Maluku Utara","6581"
"Motoling Barat, Kabupaten Minahasa Selatan, Sulawesi Utara","4038"
"Motoling Timur, Kabupaten Minahasa Selatan, Sulawesi Utara","4039"
"Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","4037"
"Motui, Kabupaten Konawe Utara, Sulawesi Tenggara","2845"
"Moutong, Kabupaten Parigi Moutong, Sulawesi Tengah","4744"
"Mowewe, Kabupaten Kolaka, Sulawesi Tenggara","2759"
"Mowila, Kabupaten Konawe Selatan, Sulawesi Tenggara","2832"
"Moyo Hilir, Kabupaten Sumbawa, Nusa Tenggara Barat (NTB)","6046"
"Moyo Hulu, Kabupaten Sumbawa, Nusa Tenggara Barat (NTB)","6047"
"Moyo Utara, Kabupaten Sumbawa, Nusa Tenggara Barat (NTB)","6048"
"Moyudan, Kabupaten Sleman, DI Yogyakarta","5787"
"Mpunda, Kota Bima, Nusa Tenggara Barat (NTB)","930"
"Mranggen, Kabupaten Demak, Jawa Tengah","1569"
"Mrebet, Kabupaten Purbalingga, Jawa Tengah","5212"
"Muara Ancalong, Kabupaten Kutai Timur, Kalimantan Timur","3051"
"Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur","3032"
"Muara Bangka Hulu, Kota Bengkulu, Bengkulu","834"
"Muara Batang Gadis, Kabupaten Mandailing Natal, Sumatera Utara","3786"
"Muara Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara","6380"
"Muara Batu, Kabupaten Aceh Utara, Nanggroe Aceh Darussalam (NAD)","161"
"Muara Belida, Kabupaten Muara Enim, Sumatera Selatan","4117"
"Muara Beliti, Kabupaten Musi Rawas, Sumatera Selatan","4219"
"Muara Bengkal, Kabupaten Kutai Timur, Kalimantan Timur","3052"
"Muara Bulian, Kabupaten Batang Hari, Jambi","705"
"Muara Dua, Kota Lhokseumawe, Nanggroe Aceh Darussalam (NAD)","3349"
"Muara Enim, Kabupaten Muara Enim, Sumatera Selatan","4118"
"Muara Gembong, Kabupaten Bekasi, Jawa Barat","738"
"Muara Harus, Kabupaten Tabalong, Kalimantan Selatan","6172"
"Muara Jawa, Kabupaten Kutai Kartanegara, Kalimantan Timur","3033"
"Muara Jaya, Kabupaten Ogan Komering Ulu, Sumatera Selatan","4476"
"Muara Kaman, Kabupaten Kutai Kartanegara, Kalimantan Timur","3034"
"Muara Kelingi, Kabupaten Musi Rawas, Sumatera Selatan","4220"
"Muara Kemumu, Kabupaten Kepahiang, Bengkulu","2567"
"Muara Komam, Kabupaten Paser, Kalimantan Timur","4788"
"Muara Kuang, Kabupaten Ogan Ilir, Sumatera Selatan","4442"
"Muara Lakitan, Kabupaten Musi Rawas, Sumatera Selatan","4221"
"Muara Lawa, Kabupaten Kutai Barat, Kalimantan Timur","3018"
"Muara Muntai, Kabupaten Kutai Kartanegara, Kalimantan Timur","3035"
"Muara Padang, Kabupaten Banyuasin, Sumatera Selatan","561"
"Muara Pahu, Kabupaten Kutai Barat, Kalimantan Timur","3019"
"Muara Papalik, Kabupaten Tanjung Jabung Barat, Jambi","6348"
"Muara Pawan, Kabupaten Ketapang, Kalimantan Barat","2712"
"Muara Pinang, Kabupaten Empat Lawang, Sumatera Selatan","1641"
"Muara Sabak Barat, Kabupaten Tanjung Jabung Timur, Jambi","6362"
"Muara Sabak Timur, Kabupaten Tanjung Jabung Timur, Jambi","6363"
"Muara Sahung, Kabupaten Kaur, Bengkulu","2458"
"Muara Samu, Kabupaten Paser, Kalimantan Timur","4789"
"Muara Satu, Kota Lhokseumawe, Nanggroe Aceh Darussalam (NAD)","3350"
"Muara Siau, Kabupaten Merangin, Jambi","3944"
"Muara Sipongi, Kabupaten Mandailing Natal, Sumatera Utara","3787"
"Muara Sugihan, Kabupaten Banyuasin, Sumatera Selatan","562"
"Muara Sungkai, Kabupaten Lampung Utara, Lampung","3240"
"Muara Tabir, Kabupaten Tebo, Jambi","6490"
"Muara Tami, Kota Jayapura, Papua","2160"
"Muara Telang, Kabupaten Banyuasin, Sumatera Selatan","563"
"Muara Tembesi, Kabupaten Batang Hari, Jambi","706"
"Muara Tiga, Kabupaten Pidie, Nanggroe Aceh Darussalam (NAD)","5011"
"Muara Uya, Kabupaten Tabalong, Kalimantan Selatan","6173"
"Muara Wahau, Kabupaten Kutai Timur, Kalimantan Timur","3053"
"Muara Wis, Kabupaten Kutai Kartanegara, Kalimantan Timur","3036"
"Muara, Kabupaten Tapanuli Utara, Sumatera Utara","6407"
"Muaradua Kisam, Kabupaten Ogan Komering Ulu Selatan, Sumatera Selatan","4494"
"Muaradua, Kabupaten Ogan Komering Ulu Selatan, Sumatera Selatan","4493"
"Muarapayang, Kabupaten Lahat, Sumatera Selatan","3095"
"Mubrani, Kabupaten Tambrauw, Papua Barat","6205"
"Mugi, Kabupaten Nduga, Papua","4299"
"Mugi, Kabupaten Yahukimo, Papua","6946"
"Muko-Muko Batin VII, Kabupaten Bungo, Jambi","1316"
"Mukok, Kabupaten Sanggau, Kalimantan Barat","5416"
"Mulak Ulu, Kabupaten Lahat, Sumatera Selatan","3096"
"Mulia, Kabupaten Puncak Jaya, Papua","5195"
"Muliama, Kabupaten Jayawijaya, Papua","2176"
"Mulyorejo, Kota Surabaya, Jawa Timur","6145"
"Mumbulsari, Kabupaten Jember, Jawa Timur","2215"
"Muncang, Kabupaten Lebak, Banten","3319"
"Muncar, Kabupaten Banyuwangi, Jawa Timur","612"
"Mundu, Kabupaten Cirebon, Jawa Barat","1494"
"Mungka, Kabupaten Lima Puluh Koto/Kota, Sumatera Barat","3359"
"Mungkajang, Kota Palopo, Sulawesi Selatan","4626"
"Mungkid, Kabupaten Magelang, Jawa Tengah","3519"
"Munjul, Kabupaten Pandeglang, Banten","4678"
"Munjungan, Kabupaten Trenggalek, Jawa Timur","6765"
"Munte, Kabupaten Karo, Sumatera Utara","2430"
"Muntilan, Kabupaten Magelang, Jawa Tengah","3520"
"Murhum, Kota Bau-Bau, Sulawesi Tenggara","723"
"Murkim, Kabupaten Pegunungan Bintang, Papua","4872"
"Murung Pudak, Kabupaten Tabalong, Kalimantan Selatan","6174"
"Murung, Kabupaten Murung Raya, Kalimantan Tengah","4192"
"Musaik, Kabupaten Yahukimo, Papua","6947"
"Musatfak, Kabupaten Jayawijaya, Papua","2177"
"Musi, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6647"
"Mustika Jaya, Kota Bekasi, Jawa Barat","757"
"Musuk, Kabupaten Boyolali, Jawa Tengah","1250"
"Mutiara Timur, Kabupaten Pidie, Nanggroe Aceh Darussalam (NAD)","5013"
"Mutiara, Kabupaten Pidie, Nanggroe Aceh Darussalam (NAD)","5012"
"Muting, Kabupaten Merauke, Papua","3971"
"Mutis, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6648"
"Na IX-X, Kabupaten Labuhan Batu Utara, Sumatera Utara","3082"
"Nabire Barat, Kabupaten Nabire, Papua","4240"
"Nabire, Kabupaten Nabire, Papua","4239"
"Nabunage, Kabupaten Tolikara, Papua","6713"
"Naga Juang, Kabupaten Mandailing Natal, Sumatera Utara","3788"
"Nagawutung, Kabupaten Lembata, Nusa Tenggara Timur (NTT)","3343"
"Nagrak, Kabupaten Sukabumi, Jawa Barat","5949"
"Nagreg, Kabupaten Bandung, Jawa Barat","328"
"Naibenu, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6649"
"Naikere (Wasior Barat), Kabupaten Teluk Wondama, Papua Barat","6549"
"Nainggolan, Kabupaten Samosir, Sumatera Utara","5386"
"Nalca, Kabupaten Yahukimo, Papua","6948"
"Nalo Tantan, Kabupaten Merangin, Jambi","3945"
"Nalumsari, Kabupaten Jepara, Jawa Tengah","2259"
"Nama Teran, Kabupaten Karo, Sumatera Utara","2431"
"Namang, Kabupaten Bangka Tengah, Bangka Belitung","450"
"Nambioman Bapai (Mambioman), Kabupaten Mappi, Papua","3854"
"Nambluong, Kabupaten Jayapura, Papua","2145"
"Nambo, Kabupaten Banggai, Sulawesi Tengah","401"
"Namlea, Kabupaten Buru, Maluku","1341"
"Namo Rambe, Kabupaten Deli Serdang, Sumatera Utara","1548"
"Namohalu Esiwa, Kabupaten Nias Utara, Sumatera Utara","4417"
"Namrole, Kabupaten Buru Selatan, Maluku","1350"
"Nan Sabaris, Kabupaten Padang Pariaman, Sumatera Barat","4575"
"Nanaet Duabesi, Kabupaten Belu, Nusa Tenggara Timur (NTT)","788"
"Nanga Mahap, Kabupaten Sekadau, Kalimantan Barat","5450"
"Nanga Pinoh, Kabupaten Melawi, Kalimantan Barat","3931"
"Nanga Taman, Kabupaten Sekadau, Kalimantan Barat","5451"
"Nanga Tayap, Kabupaten Ketapang, Kalimantan Barat","2713"
"Nangapanda, Kabupaten Ende, Nusa Tenggara Timur (NTT)","1663"
"Nangaroro, Kabupaten Nagekeo, Nusa Tenggara Timur (NTT)","4265"
"Nanggala, Kabupaten Toraja Utara, Sulawesi Selatan","6747"
"Nanggalo, Kota Padang, Sumatera Barat","4539"
"Nanggulan, Kabupaten Kulon Progo, DI Yogyakarta","2935"
"Nanggung, Kabupaten Bogor, Jawa Barat","1048"
"Nanusa, Kabupaten Kepulauan Talaud, Sulawesi Utara","2667"
"Napabalano, Kabupaten Muna, Sulawesi Tenggara","4174"
"Napal Putih, Kabupaten Bengkulu Utara, Bengkulu","874"
"Napan, Kabupaten Nabire, Papua","4241"
"Napano Kusambi, Kabupaten Muna, Sulawesi Tenggara","4175"
"Napua, Kabupaten Jayawijaya, Papua","2178"
"Naringgul, Kabupaten Cianjur, Jawa Barat","1426"
"Narmada, Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB)","3380"
"Nasal, Kabupaten Kaur, Bengkulu","2459"
"Nassau, Kabupaten Toba Samosir, Sumatera Utara","6659"
"Natal, Kabupaten Mandailing Natal, Sumatera Utara","3789"
"Natar, Kabupaten Lampung Selatan, Lampung","3162"
"Naukenjerai, Kabupaten Merauke, Papua","3972"
"Nawangan, Kabupaten Pacitan, Jawa Timur","4526"
"Ndao Nuse, Kabupaten Rote Ndao, Nusa Tenggara Timur (NTT)","5336"
"Ndona Timur, Kabupaten Ende, Nusa Tenggara Timur (NTT)","1665"
"Ndona, Kabupaten Ende, Nusa Tenggara Timur (NTT)","1664"
"Ndori, Kabupaten Ende, Nusa Tenggara Timur (NTT)","1666"
"Ndoso, Kabupaten Manggarai Barat, Nusa Tenggara Timur (NTT)","3820"
"Negara Batin, Kabupaten Way Kanan, Lampung","6879"
"Negara, Kabupaten Jembrana, Bali","2235"
"Negeri Agung, Kabupaten Way Kanan, Lampung","6880"
"Negeri Besar, Kabupaten Way Kanan, Lampung","6881"
"Negeri Katon, Kabupaten Pesawaran, Lampung","4967"
"Neglasari, Kota Tangerang, Banten","6306"
"Nekamese, Kabupaten Kupang, Nusa Tenggara Timur (NTT)","2992"
"Nelawi, Kabupaten Tolikara, Papua","6714"
"Nelle (Maumerei), Kabupaten Sikka, Nusa Tenggara Timur (NTT)","5685"
"Neney (Nenei), Kabupaten Manokwari Selatan, Papua Barat","3843"
"Nenggeagin, Kabupaten Nduga, Papua","4300"
"Ngabang, Kabupaten Landak, Kalimantan Barat","3256"
"Ngablak, Kabupaten Magelang, Jawa Tengah","3521"
"Ngadiluwih, Kabupaten Kediri, Jawa Timur","2509"
"Ngadirejo, Kabupaten Temanggung, Jawa Tengah","6572"
"Ngadirojo, Kabupaten Pacitan, Jawa Timur","4527"
"Ngadirojo, Kabupaten Wonogiri, Jawa Tengah","6898"
"Ngadu Ngala, Kabupaten Sumba Timur, Nusa Tenggara Timur (NTT)","6023"
"Ngaglik, Kabupaten Sleman, DI Yogyakarta","5788"
"Ngajung (Ngajum), Kabupaten Malang, Jawa Timur","3616"
"Ngaliyan, Kota Semarang, Jawa Tengah","5505"
"Ngambon, Kabupaten Bojonegoro, Jawa Timur","1084"
"Ngambur, Kabupaten Pesisir Barat, Lampung","4978"
"Ngampel, Kabupaten Kendal, Jawa Tengah","2542"
"Ngampilan, Kota Yogyakarta, DI Yogyakarta","6990"
"Ngamprah, Kabupaten Bandung Barat, Jawa Barat","378"
"Ngancar, Kabupaten Kediri, Jawa Timur","2510"
"Nganjuk, Kabupaten Nganjuk, Jawa Timur","4331"
"Ngantang, Kabupaten Malang, Jawa Timur","3617"
"Ngantru, Kabupaten Tulungagung, Jawa Timur","6830"
"Ngapa, Kabupaten Kolaka Utara, Sulawesi Tenggara","2777"
"Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah","2367"
"Ngariboyo, Kabupaten Magetan, Jawa Timur","3544"
"Ngaringan, Kabupaten Grobogan, Jawa Tengah","1856"
"Ngasem, Kabupaten Bojonegoro, Jawa Timur","1085"
"Ngasem, Kabupaten Kediri, Jawa Timur","2511"
"Ngawen, Kabupaten Blora, Jawa Tengah","1010"
"Ngawen, Kabupaten Gunung Kidul, DI Yogyakarta","1868"
"Ngawen, Kabupaten Klaten, Jawa Tengah","2740"
"Ngawi, Kabupaten Ngawi, Jawa Timur","4354"
"Ngebel, Kabupaten Ponorogo, Jawa Timur","5080"
"Ngemplak, Kabupaten Boyolali, Jawa Tengah","1251"
"Ngemplak, Kabupaten Sleman, DI Yogyakarta","5789"
