"label","subdistrict_id"
"Hereapini (Hereanini), Kabupaten Yahukimo, Papua","6932"
"Hero Lange-Lange (Herlang), Kabupaten Bulukumba, Sulawesi Selatan","1292"
"Hewokloang, Kabupaten Sikka, Nusa Tenggara Timur (NTT)","5677"
"Hibala, Kabupaten Nias Selatan, Sumatera Utara","4385"
"Hili Serangkai (Hilisaranggu), Kabupaten Nias, Sumatera Utara","4365"
"Hiliduho, Kabupaten Nias, Sumatera Utara","4366"
"Hilimegai, Kabupaten Nias Selatan, Sumatera Utara","4386"
"Hilipuk, Kabupaten Yahukimo, Papua","6933"
"Hiliran Gumanti, Kabupaten Solok, Sumatera Barat","5799"
"Hilisalawa'ahe (Hilisalawaahe), Kabupaten Nias Selatan, Sumatera Utara","4387"
"Hinai, Kabupaten Langkat, Sumatera Utara","3267"
"Hingk, Kabupaten Pegunungan Arfak, Papua Barat","4851"
"Hitadipa, Kabupaten Intan Jaya, Papua","2083"
"Hoat Sorbay, Kabupaten Maluku Tenggara, Maluku","3689"
"Hogio (Hugio), Kabupaten Yahukimo, Papua","6934"
"Holuon, Kabupaten Yahukimo, Papua","6935"
"Homeo (Homeyo), Kabupaten Intan Jaya, Papua","2084"
"Hu'u, Kabupaten Dompu, Nusa Tenggara Barat (NTB)","1610"
"Huamual Belakang (Waisala), Kabupaten Seram Bagian Barat, Maluku","5517"
"Huamual, Kabupaten Seram Bagian Barat, Maluku","5516"
"Hubikiak, Kabupaten Jayawijaya, Papua","2167"
"Hubikosi (Hobikosi), Kabupaten Jayawijaya, Papua","2168"
"Hulonthalangi, Kota Gorontalo, Gorontalo","1792"
"Hulu Gurung, Kabupaten Kapuas Hulu, Kalimantan Barat","2339"
"Hulu Kuantan, Kabupaten Kuantan Singingi, Riau","2900"
"Hulu Palik, Kabupaten Bengkulu Utara, Bengkulu","870"
"Hulu Sihapas, Kabupaten Padang Lawas Utara, Sumatera Utara","4561"
"Hulu Sungai, Kabupaten Ketapang, Kalimantan Barat","2705"
"Hulu Sungkai, Kabupaten Lampung Utara, Lampung","3236"
"Huristak, Kabupaten Padang Lawas, Sumatera Utara","4550"
"Huruna, Kabupaten Nias Selatan, Sumatera Utara","4388"
"Huta Bargot, Kabupaten Mandailing Natal, Sumatera Utara","3782"
"Huta Bayu Raja, Kabupaten Simalungun, Sumatera Utara","5706"
"Huta Raja Tinggi, Kabupaten Padang Lawas, Sumatera Utara","4551"
"Ibele, Kabupaten Jayawijaya, Papua","2169"
"Ibu Selatan, Kabupaten Halmahera Barat, Maluku Utara","1902"
"Ibu Utara, Kabupaten Halmahera Barat, Maluku Utara","1903"
"Ibu, Kabupaten Halmahera Barat, Maluku Utara","1901"
"Ibun, Kabupaten Bandung, Jawa Barat","321"
"Idano Gawo, Kabupaten Nias, Sumatera Utara","4367"
"Idi Rayeuk, Kabupaten Aceh Timur, Nanggroe Aceh Darussalam (NAD)","130"
"Idi Timur, Kabupaten Aceh Timur, Nanggroe Aceh Darussalam (NAD)","131"
"Idi Tunong, Kabupaten Aceh Timur, Nanggroe Aceh Darussalam (NAD)","132"
"Ilaga, Kabupaten Puncak, Papua","5187"
"Ile Ape Timur, Kabupaten Lembata, Nusa Tenggara Timur (NTT)","3341"
"Ile Ape, Kabupaten Lembata, Nusa Tenggara Timur (NTT)","3340"
"Ile Boleng, Kabupaten Flores Timur, Nusa Tenggara Timur (NTT)","1697"
"Ile Bura, Kabupaten Flores Timur, Nusa Tenggara Timur (NTT)","1698"
"Ile Mandiri, Kabupaten Flores Timur, Nusa Tenggara Timur (NTT)","1699"
"Ilir Barat I, Kota Palembang, Sumatera Selatan","4612"
"Ilir Barat II, Kota Palembang, Sumatera Selatan","4613"
"Ilir Talo, Kabupaten Seluma, Bengkulu","5466"
"Ilir Timur I, Kota Palembang, Sumatera Selatan","4614"
"Ilir Timur II, Kota Palembang, Sumatera Selatan","4615"
"Ilu, Kabupaten Puncak Jaya, Papua","5192"
"Ilugwa, Kabupaten Mamberamo Tengah, Papua","3736"
"Ilyawab, Kabupaten Merauke, Papua","3964"
"Imogiri, Kabupaten Bantul, DI Yogyakarta","541"
"Inamosol, Kabupaten Seram Bagian Barat, Maluku","5518"
"Inanwatan (Inawatan), Kabupaten Sorong Selatan, Papua Barat","5851"
"Indihiang, Kota Tasikmalaya, Jawa Barat","6479"
"Indra Jaya, Kabupaten Aceh Jaya, Nanggroe Aceh Darussalam (NAD)","46"
"Indra Makmur, Kabupaten Aceh Timur, Nanggroe Aceh Darussalam (NAD)","133"
"Indrajaya, Kabupaten Pidie, Nanggroe Aceh Darussalam (NAD)","5005"
"Indralaya Selatan, Kabupaten Ogan Ilir, Sumatera Selatan","4438"
"Indralaya Utara, Kabupaten Ogan Ilir, Sumatera Selatan","4439"
"Indralaya, Kabupaten Ogan Ilir, Sumatera Selatan","4437"
"Indramayu, Kabupaten Indramayu, Jawa Barat","2060"
"Indrapuri, Kabupaten Aceh Besar, Nanggroe Aceh Darussalam (NAD)","27"
"Inerie, Kabupaten Ngada, Nusa Tenggara Timur (NTT)","4317"
"Inggerus, Kabupaten Waropen, Papua","6863"
"Ingin Jaya, Kabupaten Aceh Besar, Nanggroe Aceh Darussalam (NAD)","28"
"Inikgal, Kabupaten Nduga, Papua","4284"
"Iniyandit, Kabupaten Boven Digoel, Papua","1225"
"Iniye, Kabupaten Nduga, Papua","4285"
"Insana Barat, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6639"
"Insana Fafinesu, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6640"
"Insana Tengah, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6641"
"Insana Utara, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6642"
"Insana, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT)","6638"
"Inuman, Kabupaten Kuantan Singingi, Riau","2901"
"Io Kufeu, Kabupaten Belu, Nusa Tenggara Timur (NTT)","777"
"Ipuh (Muko-Muko Selatan), Kabupaten Muko Muko, Bengkulu","4145"
"Itlay Hisage, Kabupaten Jayawijaya, Papua","2170"
"IV Angkat Candung (Ampek Angkek), Kabupaten Agam, Sumatera Barat","180"
"IV Jurai, Kabupaten Pesisir Selatan, Sumatera Barat","4988"
"IV Koto (Ampek Koto), Kabupaten Agam, Sumatera Barat","181"
"IV Koto Aur Malintang, Kabupaten Padang Pariaman, Sumatera Barat","4573"
"IV Nagari Bayang Utara, Kabupaten Pesisir Selatan, Sumatera Barat","4989"
"IV Nagari, Kabupaten Sijunjung (Sawah Lunto Sijunjung), Sumatera Barat","5664"
"Iwur (Okiwur), Kabupaten Pegunungan Bintang, Papua","4865"
"IX Koto Sei Lasi, Kabupaten Solok, Sumatera Barat","5800"
"Jabiren Raya, Kabupaten Pulang Pisau, Kalimantan Tengah","5171"
"Jabon, Kabupaten Sidoarjo, Jawa Timur","5635"
"Jabung, Kabupaten Lampung Timur, Lampung","3206"
"Jabung, Kabupaten Malang, Jawa Timur","3609"
"Jagakarsa, Kota Jakarta Selatan, DKI Jakarta","2104"
"Jagebob, Kabupaten Merauke, Papua","3965"
"Jagoi Babang, Kabupaten Bengkayang, Kalimantan Barat","817"
"Jagong Jeget, Kabupaten Aceh Tengah, Nanggroe Aceh Darussalam (NAD)","100"
"Jailolo Selatan, Kabupaten Halmahera Barat, Maluku Utara","1905"
"Jailolo, Kabupaten Halmahera Barat, Maluku Utara","1904"
"Jair, Kabupaten Boven Digoel, Papua","1226"
"Jaken, Kabupaten Pati, Jawa Tengah","4827"
"Jakenan, Kabupaten Pati, Jawa Tengah","4828"
"Jalaksana, Kabupaten Kuningan, Jawa Barat","2957"
"Jalancagak, Kabupaten Subang, Jawa Barat","5895"
"Jamanis, Kabupaten Tasikmalaya, Jawa Barat","6449"
"Jambangan, Kota Surabaya, Jawa Timur","6140"
"Jambe Sari Darus Sholah, Kabupaten Bondowoso, Jawa Timur","1155"
"Jambe, Kabupaten Tangerang, Banten","6274"
"Jambi Luar Kota, Kabupaten Muaro Jambi, Jambi","4133"
"Jambi Selatan, Kota Jambi, Jambi","2130"
"Jambi Timur, Kota Jambi, Jambi","2131"
"Jamblang, Kabupaten Cirebon, Jawa Barat","1485"
"Jambon, Kabupaten Ponorogo, Jawa Timur","5075"
"Jambu, Kabupaten Semarang, Jawa Tengah","5487"
"Jampang Kulon, Kabupaten Sukabumi, Jawa Barat","5941"
"Jampang Tengah, Kabupaten Sukabumi, Jawa Barat","5942"
"Janapria, Kabupaten Lombok Tengah, Nusa Tenggara Barat (NTB)","3384"
"Jangka Buya, Kabupaten Pidie Jaya, Nanggroe Aceh Darussalam (NAD)","5024"
"Jangka, Kabupaten Bireuen, Nanggroe Aceh Darussalam (NAD)","950"
"Jangkang, Kabupaten Sanggau, Kalimantan Barat","5412"
"Jangkar, Kabupaten Situbondo, Jawa Timur","5768"
"Jangkat, Kabupaten Merangin, Jambi","3941"
"Japah, Kabupaten Blora, Jawa Tengah","1003"
"Japara, Kabupaten Kuningan, Jawa Barat","2958"
"Jarai, Kabupaten Lahat, Sumatera Selatan","3085"
"Jaro, Kabupaten Tabalong, Kalimantan Selatan","6170"
"Jasinga, Kabupaten Bogor, Jawa Barat","1041"
"Jaten, Kabupaten Karanganyar, Jawa Tengah","2355"
"Jati Agung, Kabupaten Lampung Selatan, Lampung","3157"
"Jati Sampurna, Kota Bekasi, Jawa Barat","754"
"Jati, Kabupaten Blora, Jawa Tengah","1004"
"Jati, Kabupaten Kudus, Jawa Tengah","2924"
"Jatiasih, Kota Bekasi, Jawa Barat","755"
"Jatibanteng, Kabupaten Situbondo, Jawa Timur","5769"
"Jatibarang, Kabupaten Brebes, Jawa Tengah","1264"
"Jatibarang, Kabupaten Indramayu, Jawa Barat","2061"
"Jatigede, Kabupaten Sumedang, Jawa Barat","6074"
"Jatikalen, Kabupaten Nganjuk, Jawa Timur","4327"
"Jatilawang, Kabupaten Banyumas, Jawa Tengah","578"
"Jatiluhur, Kabupaten Purwakarta, Jawa Barat","5223"
"Jatinagara, Kabupaten Ciamis, Jawa Barat","1389"
"Jatinangor, Kabupaten Sumedang, Jawa Barat","6075"
"Jatinegara, Kabupaten Tegal, Jawa Tengah","6508"
"Jatinegara, Kota Jakarta Timur, DKI Jakarta","2117"
"Jatinom, Kabupaten Klaten, Jawa Tengah","2727"
"Jatinunggal, Kabupaten Sumedang, Jawa Barat","6076"
"Jatipurno, Kabupaten Wonogiri, Jawa Tengah","6892"
"Jatipuro, Kabupaten Karanganyar, Jawa Tengah","2356"
"Jatirejo, Kabupaten Mojokerto, Jawa Timur","4075"
"Jatirogo, Kabupaten Tuban, Jawa Timur","6781"
"Jatiroto, Kabupaten Lumajang, Jawa Timur","3429"
"Jatiroto, Kabupaten Wonogiri, Jawa Tengah","6893"
"Jatisari, Kabupaten Karawang, Jawa Barat","2386"
"Jatisrono, Kabupaten Wonogiri, Jawa Tengah","6894"
"Jatitujuh, Kabupaten Majalengka, Jawa Barat","3560"
"Jatiuwung, Kota Tangerang, Banten","6302"
"Jatiwangi, Kabupaten Majalengka, Jawa Barat","3561"
"Jatiwaras, Kabupaten Tasikmalaya, Jawa Barat","6450"
"Jatiyoso, Kabupaten Karanganyar, Jawa Tengah","2357"
"Jawa Maraja Bah Jambi, Kabupaten Simalungun, Sumatera Utara","5707"
"Jawai Selatan, Kabupaten Sambas, Kalimantan Barat","5368"
"Jawai, Kabupaten Sambas, Kalimantan Barat","5367"
"Jawilan, Kabupaten Serang, Banten","5552"
"Jaya Baru, Kota Banda Aceh, Nanggroe Aceh Darussalam (NAD)","280"
"Jaya Loka, Kabupaten Musi Rawas, Sumatera Selatan","4215"
"Jaya, Kabupaten Aceh Jaya, Nanggroe Aceh Darussalam (NAD)","47"
"Jayakerta, Kabupaten Karawang, Jawa Barat","2387"
"Jayanti, Kabupaten Tangerang, Banten","6275"
"Jayapura Selatan, Kota Jayapura, Papua","2158"
"Jayapura Utara, Kota Jayapura, Papua","2159"
"Jayapura, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan","4514"
"Jebres, Kota Surakarta (Solo), Jawa Tengah","6163"
"Jebus, Kabupaten Bangka Barat, Bangka Belitung","434"
"Jejangkit, Kabupaten Barito Kuala, Kalimantan Selatan","631"
"Jejawi, Kabupaten Ogan Komering Ilir, Sumatera Selatan","4455"
"Jekan Raya, Kota Palangka Raya, Kalimantan Tengah","4605"
"Jekulo, Kabupaten Kudus, Jawa Tengah","2925"
"Jelai Hulu, Kabupaten Ketapang, Kalimantan Barat","2706"
"Jelai, Kabupaten Sukamara, Kalimantan Tengah","5973"
"Jelbuk, Kabupaten Jember, Jawa Timur","2207"
"Jelimpo, Kabupaten Landak, Kalimantan Barat","3249"
"Jelutung, Kota Jambi, Jambi","2132"
"Jemaja Timur, Kabupaten Kepulauan Anambas, Kepulauan Riau","2572"
"Jemaja, Kabupaten Kepulauan Anambas, Kepulauan Riau","2571"
"Jembrana, Kabupaten Jembrana, Bali","2232"
"Jempang, Kabupaten Kutai Barat, Kalimantan Timur","3008"
"Jenamas, Kabupaten Barito Selatan, Kalimantan Tengah","645"
"Jenangan, Kabupaten Ponorogo, Jawa Timur","5076"
"Jenar, Kabupaten Sragen, Jawa Tengah","5866"
"Jenawi, Kabupaten Karanganyar, Jawa Tengah","2358"
"Jenggawah, Kabupaten Jember, Jawa Timur","2208"
"Jenu, Kabupaten Tuban, Jawa Timur","6782"
"Jepara, Kabupaten Jepara, Jawa Tengah","2251"
"Jepon, Kabupaten Blora, Jawa Tengah","1005"
"Jerebuu, Kabupaten Ngada, Nusa Tenggara Timur (NTT)","4318"
"Jereweh, Kabupaten Sumbawa Barat, Nusa Tenggara Barat (NTB)","6059"
"Jerowaru, Kabupaten Lombok Timur, Nusa Tenggara Barat (NTB)","3395"
"Jeruklegi, Kabupaten Cilacap, Jawa Tengah","1447"
"Jetfa, Kabupaten Pegunungan Bintang, Papua","4866"
"Jetis, Kabupaten Bantul, DI Yogyakarta","542"
"Jetis, Kabupaten Mojokerto, Jawa Timur","4076"
"Jetis, Kabupaten Ponorogo, Jawa Timur","5077"
"Jetis, Kota Yogyakarta, DI Yogyakarta","6985"
"Jetsy, Kabupaten Asmat, Papua","246"
"Jeumpa, Kabupaten Aceh Barat Daya, Nanggroe Aceh Darussalam (NAD)","15"
"Jeumpa, Kabupaten Bireuen, Nanggroe Aceh Darussalam (NAD)","951"
"Jeunieb, Kabupaten Bireuen, Nanggroe Aceh Darussalam (NAD)","952"
"Jigonikme, Kabupaten Puncak Jaya, Papua","5193"
"Jiken, Kabupaten Blora, Jawa Tengah","1006"
"Jila, Kabupaten Mimika, Papua","3995"
"Jiput, Kabupaten Pandeglang, Banten","4669"
"Jita, Kabupaten Mimika, Papua","3996"
"Jiwan, Kabupaten Madiun, Jawa Timur","3498"
"Joerat, Kabupaten Asmat, Papua","247"
"Jogonalan, Kabupaten Klaten, Jawa Tengah","2728"
"Jogorogo, Kabupaten Ngawi, Jawa Timur","4346"
"Jogoroto, Kabupaten Jombang, Jawa Timur","2268"
"Johan Pahlawan, Kabupaten Aceh Barat, Nanggroe Aceh Darussalam (NAD)","3"
"Johar Baru, Kota Jakarta Pusat, DKI Jakarta","2097"
"Jombang, Kabupaten Jember, Jawa Timur","2209"
"Jombang, Kabupaten Jombang, Jawa Timur","2269"
"Jombang, Kota Cilegon, Banten","1466"
"Jonggat, Kabupaten Lombok Tengah, Nusa Tenggara Barat (NTB)","3385"
"Jonggol, Kabupaten Bogor, Jawa Barat","1042"
"Jongkong (Jengkong), Kabupaten Kapuas Hulu, Kalimantan Barat","2340"
"Jorlang Hataran, Kabupaten Simalungun, Sumatera Utara","5708"
"Jorong, Kabupaten Tanah Laut, Kalimantan Selatan","6261"
"Jrengik, Kabupaten Sampang, Jawa Timur","5396"
"Juai, Kabupaten Balangan, Kalimantan Selatan","267"
"Juhar, Kabupaten Karo, Sumatera Utara","2423"
"Jujuhan Ilir, Kabupaten Bungo, Jambi","1314"
"Jujuhan, Kabupaten Bungo, Jambi","1313"
"Juli, Kabupaten Bireuen, Nanggroe Aceh Darussalam (NAD)","953"
"Julok, Kabupaten Aceh Timur, Nanggroe Aceh Darussalam (NAD)","134"
"Jumantono, Kabupaten Karanganyar, Jawa Tengah","2359"
"Jumapolo, Kabupaten Karanganyar, Jawa Tengah","2360"
"Jumo, Kabupaten Temanggung, Jawa Tengah","6566"
"Junjung Sirih, Kabupaten Solok, Sumatera Barat","5801"
"Junrejo, Kota Batu, Jawa Timur","710"
"Juntinyuat, Kabupaten Indramayu, Jawa Barat","2062"
"Juwana, Kabupaten Pati, Jawa Tengah","4829"
"Juwangi, Kabupaten Boyolali, Jawa Tengah","1245"
"Juwiring, Kabupaten Klaten, Jawa Tengah","2729"
"Kabaena Barat, Kabupaten Bombana, Sulawesi Tenggara","1128"
"Kabaena Selatan, Kabupaten Bombana, Sulawesi Tenggara","1129"
"Kabaena Tengah, Kabupaten Bombana, Sulawesi Tenggara","1130"
"Kabaena Timur, Kabupaten Bombana, Sulawesi Tenggara","1131"
"Kabaena Utara, Kabupaten Bombana, Sulawesi Tenggara","1132"
"Kabaena, Kabupaten Bombana, Sulawesi Tenggara","1127"
"Kabandungan, Kabupaten Sukabumi, Jawa Barat","5943"
"Kabangka, Kabupaten Muna, Sulawesi Tenggara","4162"
"Kabanjahe, Kabupaten Karo, Sumatera Utara","2424"
"Kabaruan, Kabupaten Kepulauan Talaud, Sulawesi Utara","2660"
"Kabat, Kabupaten Banyuwangi, Jawa Timur","608"
"Kabawo, Kabupaten Muna, Sulawesi Tenggara","4163"
"Kabianggama (Kabianggema), Kabupaten Yahukimo, Papua","6936"
"Kabila Bone, Kabupaten Bone Bolango, Gorontalo","1209"
"Kabila, Kabupaten Bone Bolango, Gorontalo","1208"
"Kabola, Kabupaten Alor, Nusa Tenggara Timur (NTT)","198"
"Kabuh, Kabupaten Jombang, Jawa Timur","2270"
"Kabun, Kabupaten Rokan Hulu, Riau","5320"
"Kadatua, Kabupaten Buton, Sulawesi Tenggara","1355"
"Kademangan, Kabupaten Blitar, Jawa Timur","979"
"Kademangan, Kota Probolinggo, Jawa Timur","5165"
"Kadia, Kota Kendari, Sulawesi Tenggara","2555"
"Kadipaten, Kabupaten Majalengka, Jawa Barat","3562"
"Kadipaten, Kabupaten Tasikmalaya, Jawa Barat","6451"
"Kadudampit, Kabupaten Sukabumi, Jawa Barat","5944"
"Kadugede, Kabupaten Kuningan, Jawa Barat","2959"
"Kaduhejo, Kabupaten Pandeglang, Banten","4670"
"Kadungora, Kabupaten Garut, Jawa Barat","1729"
"Kadupandak, Kabupaten Cianjur, Jawa Barat","1422"
"Kadur, Kabupaten Pamekasan, Jawa Timur","4644"
"Kahaunguweti (Kahaungu Eti), Kabupaten Sumba Timur, Nusa Tenggara Timur (NTT)","6012"
"Kahayan Hilir, Kabupaten Pulang Pisau, Kalimantan Tengah","5172"
"Kahayan Hulu Utara, Kabupaten Gunung Mas, Kalimantan Tengah","1884"
"Kahayan Kuala, Kabupaten Pulang Pisau, Kalimantan Tengah","5173"
"Kahayan Tengah, Kabupaten Pulang Pisau, Kalimantan Tengah","5174"
"Kahu, Kabupaten Bone, Sulawesi Selatan","1181"
"Kai, Kabupaten Tolikara, Papua","6704"
"Kaibar, Kabupaten Mappi, Papua","3852"
"Kaidipang, Kabupaten Bolaang Mongondow Utara, Sulawesi Utara","1124"
"Kaimana, Kabupaten Kaimana, Papua Barat","2286"
"Kairatu Barat, Kabupaten Seram Bagian Barat, Maluku","5520"
"Kairatu, Kabupaten Seram Bagian Barat, Maluku","5519"
"Kais (Matemani Kais), Kabupaten Sorong Selatan, Papua Barat","5852"
"Kaitaro, Kabupaten Teluk Bintuni, Papua Barat","6531"
"Kajang, Kabupaten Bulukumba, Sulawesi Selatan","1293"
"Kajen, Kabupaten Pekalongan, Jawa Tengah","4894"
"Kajoran, Kabupaten Magelang, Jawa Tengah","3516"
"Kajuara, Kabupaten Bone, Sulawesi Selatan","1182"
"Kakas Barat, Kabupaten Minahasa, Sulawesi Utara","4008"
"Kakas, Kabupaten Minahasa, Sulawesi Utara","4007"
"Kakuluk Mesak, Kabupaten Belu, Nusa Tenggara Timur (NTT)","778"
"Kalaena, Kabupaten Luwu Timur, Sulawesi Selatan","3472"
"Kalanganyar, Kabupaten Lebak, Banten","3314"
"Kalapa Nunggal, Kabupaten Sukabumi, Jawa Barat","5945"
"Kalasan, Kabupaten Sleman, DI Yogyakarta","5784"
"Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","4062"
"Kaledupa Selatan, Kabupaten Wakatobi, Sulawesi Tenggara","6856"
"Kaledupa, Kabupaten Wakatobi, Sulawesi Tenggara","6855"
"Kali Bunder, Kabupaten Sukabumi, Jawa Barat","5946"
"Kalianda, Kabupaten Lampung Selatan, Lampung","3158"
"Kalianget, Kabupaten Sumenep, Jawa Timur","6104"
"Kaliangkrik, Kabupaten Magelang, Jawa Tengah","3517"
"Kalibagor, Kabupaten Banyumas, Jawa Tengah","579"
"Kalibaru, Kabupaten Banyuwangi, Jawa Timur","609"
"Kalibawang, Kabupaten Kulon Progo, DI Yogyakarta","2932"
"Kalibawang, Kabupaten Wonosobo, Jawa Tengah","6911"
"Kalibening, Kabupaten Banjarnegara, Jawa Tengah","513"
"Kalidawir, Kabupaten Tulungagung, Jawa Timur","6826"
"Kalideres, Kota Jakarta Barat, DKI Jakarta","2089"
"Kalidoni, Kota Palembang, Sumatera Selatan","4616"
"Kaligesing, Kabupaten Purworejo, Jawa Tengah","5242"
"Kaligondang, Kabupaten Purbalingga, Jawa Tengah","5202"
"Kalijambe, Kabupaten Sragen, Jawa Tengah","5867"
"Kalijati, Kabupaten Subang, Jawa Barat","5896"
"Kalikajar, Kabupaten Wonosobo, Jawa Tengah","6912"
"Kalikotes, Kabupaten Klaten, Jawa Tengah","2730"
"Kalimanah, Kabupaten Purbalingga, Jawa Tengah","5203"
"Kalimanggis, Kabupaten Kuningan, Jawa Barat","2960"
"Kalinyamatan, Kabupaten Jepara, Jawa Tengah","2252"
"Kaliorang, Kabupaten Kutai Timur, Kalimantan Timur","3046"
"Kaliori, Kabupaten Rembang, Jawa Tengah","5291"
"Kalipare, Kabupaten Malang, Jawa Timur","3610"
"Kalipucang, Kabupaten Pangandaran, Jawa Barat","4693"
"Kalipuro, Kabupaten Banyuwangi, Jawa Timur","610"
"Kalirejo, Kabupaten Lampung Tengah, Lampung","3181"
"Kalis, Kabupaten Kapuas Hulu, Kalimantan Barat","2341"
"Kalisat, Kabupaten Jember, Jawa Timur","2210"
"Kalitengah, Kabupaten Lamongan, Jawa Timur","3118"
"Kalitidu, Kabupaten Bojonegoro, Jawa Timur","1075"
"Kaliwates, Kabupaten Jember, Jawa Timur","2211"
"Kaliwedi, Kabupaten Cirebon, Jawa Barat","1486"
"Kaliwiro, Kabupaten Wonosobo, Jawa Tengah","6913"
"Kaliwungu Selatan, Kabupaten Kendal, Jawa Tengah","2538"
"Kaliwungu, Kabupaten Kendal, Jawa Tengah","2537"
"Kaliwungu, Kabupaten Kudus, Jawa Tengah","2926"
"Kaliwungu, Kabupaten Semarang, Jawa Tengah","5488"
"Kalomdol, Kabupaten Pegunungan Bintang, Papua","4867"
"Kalongan, Kabupaten Kepulauan Talaud, Sulawesi Utara","2661"
"Kaloran, Kabupaten Temanggung, Jawa Tengah","6567"
"Kalukku, Kabupaten Mamuju, Sulawesi Barat","3742"
"Kalumpang (Kelumpang), Kabupaten Hulu Sungai Selatan, Kalimantan Selatan","1978"
"Kalumpang, Kabupaten Mamuju, Sulawesi Barat","3743"
"Kamal, Kabupaten Bangkalan, Jawa Timur","460"
"Kamang Baru, Kabupaten Sijunjung (Sawah Lunto Sijunjung), Sumatera Barat","5665"
"Kamang Magek, Kabupaten Agam, Sumatera Barat","182"
"Kamanre, Kabupaten Luwu, Sulawesi Selatan","3456"
"Kambata Mapambuhang, Kabupaten Sumba Timur, Nusa Tenggara Timur (NTT)","6013"
"Kambera, Kabupaten Sumba Timur, Nusa Tenggara Timur (NTT)","6014"
"Kamboneri, Kabupaten Tolikara, Papua","6705"
"Kambowa, Kabupaten Buton Utara, Sulawesi Tenggara","1374"
"Kambraw (Kamberau), Kabupaten Kaimana, Papua Barat","2287"
"Kambu, Kota Kendari, Sulawesi Tenggara","2556"
"Kamipang, Kabupaten Katingan, Kalimantan Tengah","2438"
"Kampak, Kabupaten Trenggalek, Jawa Timur","6763"
"Kampar Kiri Hilir, Kabupaten Kampar, Riau","2297"
"Kampar Kiri Hulu, Kabupaten Kampar, Riau","2298"
"Kampar Kiri Tengah, Kabupaten Kampar, Riau","2299"
"Kampar Kiri, Kabupaten Kampar, Riau","2296"
"Kampar Timur, Kabupaten Kampar, Riau","2300"
"Kampar Utara, Kabupaten Kampar, Riau","2301"
"Kampar, Kabupaten Kampar, Riau","2295"
"Kampung Laut, Kabupaten Cilacap, Jawa Tengah","1448"
"Kampung Melayu, Kota Bengkulu, Bengkulu","833"
"Kampung Rakyat, Kabupaten Labuhan Batu Selatan, Sumatera Utara","3070"
"Kamu Selatan, Kabupaten Dogiyai, Papua","1601"
"Kamu Timur, Kabupaten Dogiyai, Papua","1602"
"Kamu Utara (Ikrar/Ikrat), Kabupaten Dogiyai, Papua","1603"
"Kamu, Kabupaten Dogiyai, Papua","1600"
"Kamundan, Kabupaten Teluk Bintuni, Papua Barat","6532"
"Kanatang, Kabupaten Sumba Timur, Nusa Tenggara Timur (NTT)","6015"
"Kandangan, Kabupaten Hulu Sungai Selatan, Kalimantan Selatan","1979"
"Kandangan, Kabupaten Kediri, Jawa Timur","2502"
"Kandangan, Kabupaten Temanggung, Jawa Tengah","6568"
"Kandanghaur, Kabupaten Indramayu, Jawa Barat","2063"
"Kandangserang, Kabupaten Pekalongan, Jawa Tengah","4895"
"Kandat, Kabupaten Kediri, Jawa Timur","2503"
"Kandeman, Kabupaten Batang, Jawa Tengah","691"
"Kandis, Kabupaten Ogan Ilir, Sumatera Selatan","4440"
"Kandis, Kabupaten Siak, Riau","5604"
"Kangae, Kabupaten Sikka, Nusa Tenggara Timur (NTT)","5678"
"Kangayan, Kabupaten Sumenep, Jawa Timur","6105"
"Kanggime (Kanggima ), Kabupaten Tolikara, Papua","6706"
"Kangkung, Kabupaten Kendal, Jawa Tengah","2539"
"Kanigaran, Kota Probolinggo, Jawa Timur","5166"
"Kanigoro, Kabupaten Blitar, Jawa Timur","980"
"Kanor, Kabupaten Bojonegoro, Jawa Timur","1076"
"Kao Barat, Kabupaten Halmahera Utara, Maluku Utara","1962"
"Kao Teluk, Kabupaten Halmahera Utara, Maluku Utara","1963"
"Kao Utara, Kabupaten Halmahera Utara, Maluku Utara","1964"
"Kao, Kabupaten Halmahera Utara, Maluku Utara","1961"
"Kapalla Pitu (Kapala Pitu), Kabupaten Toraja Utara, Sulawesi Selatan","6745"
"Kapas, Kabupaten Bojonegoro, Jawa Timur","1077"
"Kapetakan, Kabupaten Cirebon, Jawa Barat","1487"
"Kapiraya, Kabupaten Deiyai (Deliyai), Papua","1533"
"Kapoiala (Kapoyala), Kabupaten Konawe, Sulawesi Tenggara","2793"
"Kapongan, Kabupaten Situbondo, Jawa Timur","5770"
"Kapontori, Kabupaten Buton, Sulawesi Tenggara","1356"
"Kaptel, Kabupaten Merauke, Papua","3966"
"Kapuas (Sanggau Kapuas), Kabupaten Sanggau, Kalimantan Barat","5413"
"Kapuas Barat, Kabupaten Kapuas, Kalimantan Tengah","2316"
"Kapuas Hilir, Kabupaten Kapuas, Kalimantan Tengah","2317"
"Kapuas Hulu, Kabupaten Kapuas, Kalimantan Tengah","2318"
